question_id,image,cls,label,pred,response,inference_s,vram_mb
1,close_distance_trash10.jpg,plastic wrapper,yes,no,"no garbage, clean environment: 0.75 | trash pile: 0.09 | plastic bottle: 0.07 | plastic bag: 0.05 | trash: 0.02 | can: 0.00 | plastic wrapper: 0.00 | metal scrap: 0.00 | glass: 0.00",0.376,1659.9
6381,medium_distance_trash181.jpg,glass,no,no,"plastic wrapper: 0.48 | no garbage, clean environment: 0.24 | plastic bottle: 0.21 | plastic bag: 0.05 | glass: 0.01 | trash: 0.01 | trash pile: 0.01 | can: 0.00 | metal scrap: 0.00",0.04,1659.9
6382,medium_distance_trash181.jpg,can,no,no,"plastic wrapper: 0.48 | no garbage, clean environment: 0.24 | plastic bottle: 0.21 | plastic bag: 0.05 | glass: 0.01 | trash: 0.01 | trash pile: 0.01 | can: 0.00 | metal scrap: 0.00",0.029,1659.9
6383,medium_distance_trash181.jpg,trash pile,no,no,"plastic wrapper: 0.48 | no garbage, clean environment: 0.24 | plastic bottle: 0.21 | plastic bag: 0.05 | glass: 0.01 | trash: 0.01 | trash pile: 0.01 | can: 0.00 | metal scrap: 0.00",0.032,1659.9
6384,medium_distance_trash181.jpg,plastic bag,no,no,"plastic wrapper: 0.48 | no garbage, clean environment: 0.24 | plastic bottle: 0.21 | plastic bag: 0.05 | glass: 0.01 | trash: 0.01 | trash pile: 0.01 | can: 0.00 | metal scrap: 0.00",0.033,1659.9
6385,medium_distance_trash182.jpg,plastic bottle,yes,yes,"plastic bottle: 0.92 | plastic wrapper: 0.03 | no garbage, clean environment: 0.02 | plastic bag: 0.02 | glass: 0.00 | trash: 0.00 | can: 0.00 | trash pile: 0.00 | metal scrap: 0.00",0.031,1659.9
6386,medium_distance_trash182.jpg,trash pile,no,no,"plastic bottle: 0.92 | plastic wrapper: 0.03 | no garbage, clean environment: 0.02 | plastic bag: 0.02 | glass: 0.00 | trash: 0.00 | can: 0.00 | trash pile: 0.00 | metal scrap: 0.00",0.029,1659.9
6387,medium_distance_trash182.jpg,glass,no,no,"plastic bottle: 0.92 | plastic wrapper: 0.03 | no garbage, clean environment: 0.02 | plastic bag: 0.02 | glass: 0.00 | trash: 0.00 | can: 0.00 | trash pile: 0.00 | metal scrap: 0.00",0.034,1659.9
6388,medium_distance_trash182.jpg,can,no,no,"plastic bottle: 0.92 | plastic wrapper: 0.03 | no garbage, clean environment: 0.02 | plastic bag: 0.02 | glass: 0.00 | trash: 0.00 | can: 0.00 | trash pile: 0.00 | metal scrap: 0.00",0.037,1659.9
6389,medium_distance_trash182.jpg,trash,no,no,"plastic bottle: 0.92 | plastic wrapper: 0.03 | no garbage, clean environment: 0.02 | plastic bag: 0.02 | glass: 0.00 | trash: 0.00 | can: 0.00 | trash pile: 0.00 | metal scrap: 0.00",0.033,1659.9
6390,medium_distance_trash182.jpg,metal scrap,no,no,"plastic bottle: 0.92 | plastic wrapper: 0.03 | no garbage, clean environment: 0.02 | plastic bag: 0.02 | glass: 0.00 | trash: 0.00 | can: 0.00 | trash pile: 0.00 | metal scrap: 0.00",0.037,1659.9
6391,medium_distance_trash182.jpg,plastic bag,no,no,"plastic bottle: 0.92 | plastic wrapper: 0.03 | no garbage, clean environment: 0.02 | plastic bag: 0.02 | glass: 0.00 | trash: 0.00 | can: 0.00 | trash pile: 0.00 | metal scrap: 0.00",0.031,1659.9
6392,medium_distance_trash182.jpg,plastic wrapper,no,no,"plastic bottle: 0.92 | plastic wrapper: 0.03 | no garbage, clean environment: 0.02 | plastic bag: 0.02 | glass: 0.00 | trash: 0.00 | can: 0.00 | trash pile: 0.00 | metal scrap: 0.00",0.03,1659.9
6393,medium_distance_trash185.jpg,can,yes,no,"trash pile: 0.43 | can: 0.20 | no garbage, clean environment: 0.14 | trash: 0.10 | plastic wrapper: 0.06 | plastic bottle: 0.04 | metal scrap: 0.02 | plastic bag: 0.01 | glass: 0.00",0.025,1659.9
6394,medium_distance_trash185.jpg,metal scrap,no,no,"trash pile: 0.43 | can: 0.20 | no garbage, clean environment: 0.14 | trash: 0.10 | plastic wrapper: 0.06 | plastic bottle: 0.04 | metal scrap: 0.02 | plastic bag: 0.01 | glass: 0.00",0.032,1659.9
6395,medium_distance_trash185.jpg,glass,no,no,"trash pile: 0.43 | can: 0.20 | no garbage, clean environment: 0.14 | trash: 0.10 | plastic wrapper: 0.06 | plastic bottle: 0.04 | metal scrap: 0.02 | plastic bag: 0.01 | glass: 0.00",0.037,1659.9
6396,medium_distance_trash185.jpg,plastic wrapper,no,no,"trash pile: 0.43 | can: 0.20 | no garbage, clean environment: 0.14 | trash: 0.10 | plastic wrapper: 0.06 | plastic bottle: 0.04 | metal scrap: 0.02 | plastic bag: 0.01 | glass: 0.00",0.03,1659.9
6397,medium_distance_trash185.jpg,trash,no,no,"trash pile: 0.43 | can: 0.20 | no garbage, clean environment: 0.14 | trash: 0.10 | plastic wrapper: 0.06 | plastic bottle: 0.04 | metal scrap: 0.02 | plastic bag: 0.01 | glass: 0.00",0.028,1659.9
6398,medium_distance_trash185.jpg,plastic bag,no,no,"trash pile: 0.43 | can: 0.20 | no garbage, clean environment: 0.14 | trash: 0.10 | plastic wrapper: 0.06 | plastic bottle: 0.04 | metal scrap: 0.02 | plastic bag: 0.01 | glass: 0.00",0.023,1659.9
6399,medium_distance_trash185.jpg,trash pile,no,yes,"trash pile: 0.43 | can: 0.20 | no garbage, clean environment: 0.14 | trash: 0.10 | plastic wrapper: 0.06 | plastic bottle: 0.04 | metal scrap: 0.02 | plastic bag: 0.01 | glass: 0.00",0.039,1659.9
6400,medium_distance_trash185.jpg,plastic bottle,no,no,"trash pile: 0.43 | can: 0.20 | no garbage, clean environment: 0.14 | trash: 0.10 | plastic wrapper: 0.06 | plastic bottle: 0.04 | metal scrap: 0.02 | plastic bag: 0.01 | glass: 0.00",0.03,1659.9
6401,medium_distance_trash190.jpg,trash,yes,no,"no garbage, clean environment: 0.51 | plastic wrapper: 0.12 | plastic bag: 0.10 | trash pile: 0.10 | metal scrap: 0.08 | plastic bottle: 0.04 | trash: 0.02 | can: 0.02 | glass: 0.01",0.029,1659.9
6402,medium_distance_trash190.jpg,plastic bottle,no,no,"no garbage, clean environment: 0.51 | plastic wrapper: 0.12 | plastic bag: 0.10 | trash pile: 0.10 | metal scrap: 0.08 | plastic bottle: 0.04 | trash: 0.02 | can: 0.02 | glass: 0.01",0.027,1659.9
6403,medium_distance_trash190.jpg,metal scrap,no,no,"no garbage, clean environment: 0.51 | plastic wrapper: 0.12 | plastic bag: 0.10 | trash pile: 0.10 | metal scrap: 0.08 | plastic bottle: 0.04 | trash: 0.02 | can: 0.02 | glass: 0.01",0.037,1659.9
6404,medium_distance_trash190.jpg,plastic bag,no,no,"no garbage, clean environment: 0.51 | plastic wrapper: 0.12 | plastic bag: 0.10 | trash pile: 0.10 | metal scrap: 0.08 | plastic bottle: 0.04 | trash: 0.02 | can: 0.02 | glass: 0.01",0.032,1659.9
6405,medium_distance_trash190.jpg,glass,no,no,"no garbage, clean environment: 0.51 | plastic wrapper: 0.12 | plastic bag: 0.10 | trash pile: 0.10 | metal scrap: 0.08 | plastic bottle: 0.04 | trash: 0.02 | can: 0.02 | glass: 0.01",0.036,1659.9
6406,medium_distance_trash190.jpg,can,no,no,"no garbage, clean environment: 0.51 | plastic wrapper: 0.12 | plastic bag: 0.10 | trash pile: 0.10 | metal scrap: 0.08 | plastic bottle: 0.04 | trash: 0.02 | can: 0.02 | glass: 0.01",0.034,1659.9
6407,medium_distance_trash190.jpg,plastic wrapper,no,no,"no garbage, clean environment: 0.51 | plastic wrapper: 0.12 | plastic bag: 0.10 | trash pile: 0.10 | metal scrap: 0.08 | plastic bottle: 0.04 | trash: 0.02 | can: 0.02 | glass: 0.01",0.023,1659.9
6408,medium_distance_trash190.jpg,trash pile,no,no,"no garbage, clean environment: 0.51 | plastic wrapper: 0.12 | plastic bag: 0.10 | trash pile: 0.10 | metal scrap: 0.08 | plastic bottle: 0.04 | trash: 0.02 | can: 0.02 | glass: 0.01",0.031,1659.9
6409,medium_distance_trash195.jpg,plastic bottle,yes,yes,"plastic bottle: 0.99 | no garbage, clean environment: 0.01 | plastic bag: 0.00 | glass: 0.00 | plastic wrapper: 0.00 | trash: 0.00 | trash pile: 0.00 | can: 0.00 | metal scrap: 0.00",0.028,1659.9
6410,medium_distance_trash195.jpg,metal scrap,no,no,"plastic bottle: 0.99 | no garbage, clean environment: 0.01 | plastic bag: 0.00 | glass: 0.00 | plastic wrapper: 0.00 | trash: 0.00 | trash pile: 0.00 | can: 0.00 | metal scrap: 0.00",0.027,1659.9
6411,medium_distance_trash195.jpg,trash pile,no,no,"plastic bottle: 0.99 | no garbage, clean environment: 0.01 | plastic bag: 0.00 | glass: 0.00 | plastic wrapper: 0.00 | trash: 0.00 | trash pile: 0.00 | can: 0.00 | metal scrap: 0.00",0.023,1659.9
6412,medium_distance_trash195.jpg,can,no,no,"plastic bottle: 0.99 | no garbage, clean environment: 0.01 | plastic bag: 0.00 | glass: 0.00 | plastic wrapper: 0.00 | trash: 0.00 | trash pile: 0.00 | can: 0.00 | metal scrap: 0.00",0.035,1659.9
6413,medium_distance_trash195.jpg,trash,no,no,"plastic bottle: 0.99 | no garbage, clean environment: 0.01 | plastic bag: 0.00 | glass: 0.00 | plastic wrapper: 0.00 | trash: 0.00 | trash pile: 0.00 | can: 0.00 | metal scrap: 0.00",0.023,1659.9
6414,medium_distance_trash195.jpg,glass,no,no,"plastic bottle: 0.99 | no garbage, clean environment: 0.01 | plastic bag: 0.00 | glass: 0.00 | plastic wrapper: 0.00 | trash: 0.00 | trash pile: 0.00 | can: 0.00 | metal scrap: 0.00",0.023,1659.9
6415,medium_distance_trash195.jpg,plastic wrapper,no,no,"plastic bottle: 0.99 | no garbage, clean environment: 0.01 | plastic bag: 0.00 | glass: 0.00 | plastic wrapper: 0.00 | trash: 0.00 | trash pile: 0.00 | can: 0.00 | metal scrap: 0.00",0.024,1659.9
6416,medium_distance_trash195.jpg,plastic bag,no,no,"plastic bottle: 0.99 | no garbage, clean environment: 0.01 | plastic bag: 0.00 | glass: 0.00 | plastic wrapper: 0.00 | trash: 0.00 | trash pile: 0.00 | can: 0.00 | metal scrap: 0.00",0.028,1659.9
6417,medium_distance_trash198.jpg,can,yes,no,"no garbage, clean environment: 0.46 | plastic bottle: 0.44 | plastic wrapper: 0.06 | can: 0.02 | plastic bag: 0.02 | trash pile: 0.00 | trash: 0.00 | glass: 0.00 | metal scrap: 0.00",0.038,1659.9
6418,medium_distance_trash198.jpg,plastic bottle,no,yes,"no garbage, clean environment: 0.46 | plastic bottle: 0.44 | plastic wrapper: 0.06 | can: 0.02 | plastic bag: 0.02 | trash pile: 0.00 | trash: 0.00 | glass: 0.00 | metal scrap: 0.00",0.035,1659.9
6419,medium_distance_trash198.jpg,trash pile,no,no,"no garbage, clean environment: 0.46 | plastic bottle: 0.44 | plastic wrapper: 0.06 | can: 0.02 | plastic bag: 0.02 | trash pile: 0.00 | trash: 0.00 | glass: 0.00 | metal scrap: 0.00",0.038,1659.9
6420,medium_distance_trash198.jpg,glass,no,no,"no garbage, clean environment: 0.46 | plastic bottle: 0.44 | plastic wrapper: 0.06 | can: 0.02 | plastic bag: 0.02 | trash pile: 0.00 | trash: 0.00 | glass: 0.00 | metal scrap: 0.00",0.028,1659.9
6421,medium_distance_trash198.jpg,trash,no,no,"no garbage, clean environment: 0.46 | plastic bottle: 0.44 | plastic wrapper: 0.06 | can: 0.02 | plastic bag: 0.02 | trash pile: 0.00 | trash: 0.00 | glass: 0.00 | metal scrap: 0.00",0.034,1659.9
6422,medium_distance_trash198.jpg,plastic bag,no,no,"no garbage, clean environment: 0.46 | plastic bottle: 0.44 | plastic wrapper: 0.06 | can: 0.02 | plastic bag: 0.02 | trash pile: 0.00 | trash: 0.00 | glass: 0.00 | metal scrap: 0.00",0.032,1659.9
6423,medium_distance_trash198.jpg,metal scrap,no,no,"no garbage, clean environment: 0.46 | plastic bottle: 0.44 | plastic wrapper: 0.06 | can: 0.02 | plastic bag: 0.02 | trash pile: 0.00 | trash: 0.00 | glass: 0.00 | metal scrap: 0.00",0.028,1659.9
6424,medium_distance_trash198.jpg,plastic wrapper,no,no,"no garbage, clean environment: 0.46 | plastic bottle: 0.44 | plastic wrapper: 0.06 | can: 0.02 | plastic bag: 0.02 | trash pile: 0.00 | trash: 0.00 | glass: 0.00 | metal scrap: 0.00",0.03,1659.9
6425,medium_distance_trash200.jpg,trash,yes,no,"plastic wrapper: 0.46 | metal scrap: 0.45 | plastic bottle: 0.04 | plastic bag: 0.02 | glass: 0.01 | can: 0.01 | trash pile: 0.01 | no garbage, clean environment: 0.01 | trash: 0.00",0.024,1659.9
6426,medium_distance_trash200.jpg,can,no,no,"plastic wrapper: 0.46 | metal scrap: 0.45 | plastic bottle: 0.04 | plastic bag: 0.02 | glass: 0.01 | can: 0.01 | trash pile: 0.01 | no garbage, clean environment: 0.01 | trash: 0.00",0.027,1659.9
6427,medium_distance_trash200.jpg,plastic wrapper,no,yes,"plastic wrapper: 0.46 | metal scrap: 0.45 | plastic bottle: 0.04 | plastic bag: 0.02 | glass: 0.01 | can: 0.01 | trash pile: 0.01 | no garbage, clean environment: 0.01 | trash: 0.00",0.022,1659.9
6428,medium_distance_trash200.jpg,plastic bag,no,no,"plastic wrapper: 0.46 | metal scrap: 0.45 | plastic bottle: 0.04 | plastic bag: 0.02 | glass: 0.01 | can: 0.01 | trash pile: 0.01 | no garbage, clean environment: 0.01 | trash: 0.00",0.031,1659.9
6429,medium_distance_trash200.jpg,glass,no,no,"plastic wrapper: 0.46 | metal scrap: 0.45 | plastic bottle: 0.04 | plastic bag: 0.02 | glass: 0.01 | can: 0.01 | trash pile: 0.01 | no garbage, clean environment: 0.01 | trash: 0.00",0.033,1659.9
6430,medium_distance_trash200.jpg,trash pile,no,no,"plastic wrapper: 0.46 | metal scrap: 0.45 | plastic bottle: 0.04 | plastic bag: 0.02 | glass: 0.01 | can: 0.01 | trash pile: 0.01 | no garbage, clean environment: 0.01 | trash: 0.00",0.029,1659.9
6431,medium_distance_trash200.jpg,plastic bottle,no,no,"plastic wrapper: 0.46 | metal scrap: 0.45 | plastic bottle: 0.04 | plastic bag: 0.02 | glass: 0.01 | can: 0.01 | trash pile: 0.01 | no garbage, clean environment: 0.01 | trash: 0.00",0.024,1659.9
6432,medium_distance_trash200.jpg,metal scrap,no,yes,"plastic wrapper: 0.46 | metal scrap: 0.45 | plastic bottle: 0.04 | plastic bag: 0.02 | glass: 0.01 | can: 0.01 | trash pile: 0.01 | no garbage, clean environment: 0.01 | trash: 0.00",0.024,1659.9
6433,medium_distance_trash204.jpg,trash,yes,no,"plastic wrapper: 0.39 | trash pile: 0.28 | no garbage, clean environment: 0.11 | trash: 0.05 | can: 0.05 | metal scrap: 0.04 | plastic bottle: 0.03 | glass: 0.03 | plastic bag: 0.02",0.032,1659.9
6434,medium_distance_trash204.jpg,trash pile,no,yes,"plastic wrapper: 0.39 | trash pile: 0.28 | no garbage, clean environment: 0.11 | trash: 0.05 | can: 0.05 | metal scrap: 0.04 | plastic bottle: 0.03 | glass: 0.03 | plastic bag: 0.02",0.028,1659.9
6435,medium_distance_trash204.jpg,plastic bag,no,no,"plastic wrapper: 0.39 | trash pile: 0.28 | no garbage, clean environment: 0.11 | trash: 0.05 | can: 0.05 | metal scrap: 0.04 | plastic bottle: 0.03 | glass: 0.03 | plastic bag: 0.02",0.032,1659.9
6436,medium_distance_trash204.jpg,plastic wrapper,no,yes,"plastic wrapper: 0.39 | trash pile: 0.28 | no garbage, clean environment: 0.11 | trash: 0.05 | can: 0.05 | metal scrap: 0.04 | plastic bottle: 0.03 | glass: 0.03 | plastic bag: 0.02",0.027,1659.9
6437,medium_distance_trash204.jpg,can,no,no,"plastic wrapper: 0.39 | trash pile: 0.28 | no garbage, clean environment: 0.11 | trash: 0.05 | can: 0.05 | metal scrap: 0.04 | plastic bottle: 0.03 | glass: 0.03 | plastic bag: 0.02",0.034,1659.9
6438,medium_distance_trash204.jpg,metal scrap,no,no,"plastic wrapper: 0.39 | trash pile: 0.28 | no garbage, clean environment: 0.11 | trash: 0.05 | can: 0.05 | metal scrap: 0.04 | plastic bottle: 0.03 | glass: 0.03 | plastic bag: 0.02",0.022,1659.9
6439,medium_distance_trash204.jpg,plastic bottle,no,no,"plastic wrapper: 0.39 | trash pile: 0.28 | no garbage, clean environment: 0.11 | trash: 0.05 | can: 0.05 | metal scrap: 0.04 | plastic bottle: 0.03 | glass: 0.03 | plastic bag: 0.02",0.032,1659.9
6440,medium_distance_trash204.jpg,glass,no,no,"plastic wrapper: 0.39 | trash pile: 0.28 | no garbage, clean environment: 0.11 | trash: 0.05 | can: 0.05 | metal scrap: 0.04 | plastic bottle: 0.03 | glass: 0.03 | plastic bag: 0.02",0.032,1659.9
6441,medium_distance_trash206.jpg,can,yes,no,"no garbage, clean environment: 0.44 | plastic bag: 0.14 | metal scrap: 0.10 | plastic bottle: 0.08 | trash pile: 0.07 | plastic wrapper: 0.07 | can: 0.05 | glass: 0.04 | trash: 0.01",0.037,1659.9
6442,medium_distance_trash206.jpg,trash,yes,no,"no garbage, clean environment: 0.44 | plastic bag: 0.14 | metal scrap: 0.10 | plastic bottle: 0.08 | trash pile: 0.07 | plastic wrapper: 0.07 | can: 0.05 | glass: 0.04 | trash: 0.01",0.037,1659.9
6443,medium_distance_trash206.jpg,plastic wrapper,no,no,"no garbage, clean environment: 0.44 | plastic bag: 0.14 | metal scrap: 0.10 | plastic bottle: 0.08 | trash pile: 0.07 | plastic wrapper: 0.07 | can: 0.05 | glass: 0.04 | trash: 0.01",0.026,1659.9
6444,medium_distance_trash206.jpg,plastic bottle,no,no,"no garbage, clean environment: 0.44 | plastic bag: 0.14 | metal scrap: 0.10 | plastic bottle: 0.08 | trash pile: 0.07 | plastic wrapper: 0.07 | can: 0.05 | glass: 0.04 | trash: 0.01",0.037,1659.9
6445,medium_distance_trash206.jpg,metal scrap,no,no,"no garbage, clean environment: 0.44 | plastic bag: 0.14 | metal scrap: 0.10 | plastic bottle: 0.08 | trash pile: 0.07 | plastic wrapper: 0.07 | can: 0.05 | glass: 0.04 | trash: 0.01",0.04,1659.9
6446,medium_distance_trash206.jpg,plastic bag,no,no,"no garbage, clean environment: 0.44 | plastic bag: 0.14 | metal scrap: 0.10 | plastic bottle: 0.08 | trash pile: 0.07 | plastic wrapper: 0.07 | can: 0.05 | glass: 0.04 | trash: 0.01",0.031,1659.9
6447,medium_distance_trash206.jpg,trash pile,no,no,"no garbage, clean environment: 0.44 | plastic bag: 0.14 | metal scrap: 0.10 | plastic bottle: 0.08 | trash pile: 0.07 | plastic wrapper: 0.07 | can: 0.05 | glass: 0.04 | trash: 0.01",0.026,1659.9
6448,medium_distance_trash206.jpg,glass,no,no,"no garbage, clean environment: 0.44 | plastic bag: 0.14 | metal scrap: 0.10 | plastic bottle: 0.08 | trash pile: 0.07 | plastic wrapper: 0.07 | can: 0.05 | glass: 0.04 | trash: 0.01",0.028,1659.9
6449,medium_distance_trash217.jpg,plastic bag,yes,yes,"plastic bag: 0.44 | trash pile: 0.21 | no garbage, clean environment: 0.18 | can: 0.10 | plastic bottle: 0.05 | trash: 0.01 | plastic wrapper: 0.01 | metal scrap: 0.00 | glass: 0.00",0.029,1659.9
6450,medium_distance_trash217.jpg,trash,no,no,"plastic bag: 0.44 | trash pile: 0.21 | no garbage, clean environment: 0.18 | can: 0.10 | plastic bottle: 0.05 | trash: 0.01 | plastic wrapper: 0.01 | metal scrap: 0.00 | glass: 0.00",0.037,1659.9
6451,medium_distance_trash217.jpg,plastic bottle,no,no,"plastic bag: 0.44 | trash pile: 0.21 | no garbage, clean environment: 0.18 | can: 0.10 | plastic bottle: 0.05 | trash: 0.01 | plastic wrapper: 0.01 | metal scrap: 0.00 | glass: 0.00",0.034,1659.9
6452,medium_distance_trash217.jpg,plastic wrapper,no,no,"plastic bag: 0.44 | trash pile: 0.21 | no garbage, clean environment: 0.18 | can: 0.10 | plastic bottle: 0.05 | trash: 0.01 | plastic wrapper: 0.01 | metal scrap: 0.00 | glass: 0.00",0.029,1659.9
6453,medium_distance_trash217.jpg,can,no,no,"plastic bag: 0.44 | trash pile: 0.21 | no garbage, clean environment: 0.18 | can: 0.10 | plastic bottle: 0.05 | trash: 0.01 | plastic wrapper: 0.01 | metal scrap: 0.00 | glass: 0.00",0.028,1659.9
6454,medium_distance_trash217.jpg,metal scrap,no,no,"plastic bag: 0.44 | trash pile: 0.21 | no garbage, clean environment: 0.18 | can: 0.10 | plastic bottle: 0.05 | trash: 0.01 | plastic wrapper: 0.01 | metal scrap: 0.00 | glass: 0.00",0.027,1659.9
6455,medium_distance_trash217.jpg,glass,no,no,"plastic bag: 0.44 | trash pile: 0.21 | no garbage, clean environment: 0.18 | can: 0.10 | plastic bottle: 0.05 | trash: 0.01 | plastic wrapper: 0.01 | metal scrap: 0.00 | glass: 0.00",0.038,1659.9
6456,medium_distance_trash217.jpg,trash pile,no,no,"plastic bag: 0.44 | trash pile: 0.21 | no garbage, clean environment: 0.18 | can: 0.10 | plastic bottle: 0.05 | trash: 0.01 | plastic wrapper: 0.01 | metal scrap: 0.00 | glass: 0.00",0.025,1659.9
6457,medium_distance_trash220.jpg,plastic bottle,yes,yes,"plastic bottle: 0.98 | no garbage, clean environment: 0.01 | plastic wrapper: 0.00 | plastic bag: 0.00 | trash pile: 0.00 | trash: 0.00 | can: 0.00 | metal scrap: 0.00 | glass: 0.00",0.026,1659.9
6458,medium_distance_trash220.jpg,can,no,no,"plastic bottle: 0.98 | no garbage, clean environment: 0.01 | plastic wrapper: 0.00 | plastic bag: 0.00 | trash pile: 0.00 | trash: 0.00 | can: 0.00 | metal scrap: 0.00 | glass: 0.00",0.03,1659.9
6459,medium_distance_trash220.jpg,plastic bag,no,no,"plastic bottle: 0.98 | no garbage, clean environment: 0.01 | plastic wrapper: 0.00 | plastic bag: 0.00 | trash pile: 0.00 | trash: 0.00 | can: 0.00 | metal scrap: 0.00 | glass: 0.00",0.03,1659.9
6460,medium_distance_trash220.jpg,glass,no,no,"plastic bottle: 0.98 | no garbage, clean environment: 0.01 | plastic wrapper: 0.00 | plastic bag: 0.00 | trash pile: 0.00 | trash: 0.00 | can: 0.00 | metal scrap: 0.00 | glass: 0.00",0.029,1659.9
6461,medium_distance_trash220.jpg,plastic wrapper,no,no,"plastic bottle: 0.98 | no garbage, clean environment: 0.01 | plastic wrapper: 0.00 | plastic bag: 0.00 | trash pile: 0.00 | trash: 0.00 | can: 0.00 | metal scrap: 0.00 | glass: 0.00",0.029,1659.9
6462,medium_distance_trash220.jpg,trash,no,no,"plastic bottle: 0.98 | no garbage, clean environment: 0.01 | plastic wrapper: 0.00 | plastic bag: 0.00 | trash pile: 0.00 | trash: 0.00 | can: 0.00 | metal scrap: 0.00 | glass: 0.00",0.029,1659.9
6463,medium_distance_trash220.jpg,trash pile,no,no,"plastic bottle: 0.98 | no garbage, clean environment: 0.01 | plastic wrapper: 0.00 | plastic bag: 0.00 | trash pile: 0.00 | trash: 0.00 | can: 0.00 | metal scrap: 0.00 | glass: 0.00",0.035,1659.9
6464,medium_distance_trash220.jpg,metal scrap,no,no,"plastic bottle: 0.98 | no garbage, clean environment: 0.01 | plastic wrapper: 0.00 | plastic bag: 0.00 | trash pile: 0.00 | trash: 0.00 | can: 0.00 | metal scrap: 0.00 | glass: 0.00",0.026,1659.9
6465,medium_distance_trash221.jpg,trash,yes,no,"plastic bottle: 0.69 | plastic bag: 0.11 | no garbage, clean environment: 0.10 | can: 0.06 | trash pile: 0.03 | trash: 0.01 | plastic wrapper: 0.00 | metal scrap: 0.00 | glass: 0.00",0.031,1659.9
6466,medium_distance_trash221.jpg,trash pile,no,no,"plastic bottle: 0.69 | plastic bag: 0.11 | no garbage, clean environment: 0.10 | can: 0.06 | trash pile: 0.03 | trash: 0.01 | plastic wrapper: 0.00 | metal scrap: 0.00 | glass: 0.00",0.03,1659.9
6467,medium_distance_trash221.jpg,can,no,no,"plastic bottle: 0.69 | plastic bag: 0.11 | no garbage, clean environment: 0.10 | can: 0.06 | trash pile: 0.03 | trash: 0.01 | plastic wrapper: 0.00 | metal scrap: 0.00 | glass: 0.00",0.032,1659.9
6468,medium_distance_trash221.jpg,metal scrap,no,no,"plastic bottle: 0.69 | plastic bag: 0.11 | no garbage, clean environment: 0.10 | can: 0.06 | trash pile: 0.03 | trash: 0.01 | plastic wrapper: 0.00 | metal scrap: 0.00 | glass: 0.00",0.038,1659.9
6469,medium_distance_trash221.jpg,glass,no,no,"plastic bottle: 0.69 | plastic bag: 0.11 | no garbage, clean environment: 0.10 | can: 0.06 | trash pile: 0.03 | trash: 0.01 | plastic wrapper: 0.00 | metal scrap: 0.00 | glass: 0.00",0.039,1659.9
6470,medium_distance_trash221.jpg,plastic bottle,no,yes,"plastic bottle: 0.69 | plastic bag: 0.11 | no garbage, clean environment: 0.10 | can: 0.06 | trash pile: 0.03 | trash: 0.01 | plastic wrapper: 0.00 | metal scrap: 0.00 | glass: 0.00",0.034,1659.9
6471,medium_distance_trash221.jpg,plastic bag,no,no,"plastic bottle: 0.69 | plastic bag: 0.11 | no garbage, clean environment: 0.10 | can: 0.06 | trash pile: 0.03 | trash: 0.01 | plastic wrapper: 0.00 | metal scrap: 0.00 | glass: 0.00",0.036,1659.9
6472,medium_distance_trash221.jpg,plastic wrapper,no,no,"plastic bottle: 0.69 | plastic bag: 0.11 | no garbage, clean environment: 0.10 | can: 0.06 | trash pile: 0.03 | trash: 0.01 | plastic wrapper: 0.00 | metal scrap: 0.00 | glass: 0.00",0.038,1659.9
6473,medium_distance_trash223.jpg,plastic bottle,yes,yes,"plastic bottle: 0.64 | plastic bag: 0.13 | no garbage, clean environment: 0.10 | trash pile: 0.05 | can: 0.03 | plastic wrapper: 0.03 | metal scrap: 0.02 | trash: 0.00 | glass: 0.00",0.035,1659.9
6474,medium_distance_trash223.jpg,metal scrap,no,no,"plastic bottle: 0.64 | plastic bag: 0.13 | no garbage, clean environment: 0.10 | trash pile: 0.05 | can: 0.03 | plastic wrapper: 0.03 | metal scrap: 0.02 | trash: 0.00 | glass: 0.00",0.048,1659.9
6475,medium_distance_trash223.jpg,glass,no,no,"plastic bottle: 0.64 | plastic bag: 0.13 | no garbage, clean environment: 0.10 | trash pile: 0.05 | can: 0.03 | plastic wrapper: 0.03 | metal scrap: 0.02 | trash: 0.00 | glass: 0.00",0.033,1659.9
6476,medium_distance_trash223.jpg,plastic bag,no,no,"plastic bottle: 0.64 | plastic bag: 0.13 | no garbage, clean environment: 0.10 | trash pile: 0.05 | can: 0.03 | plastic wrapper: 0.03 | metal scrap: 0.02 | trash: 0.00 | glass: 0.00",0.026,1659.9
6477,medium_distance_trash223.jpg,trash pile,no,no,"plastic bottle: 0.64 | plastic bag: 0.13 | no garbage, clean environment: 0.10 | trash pile: 0.05 | can: 0.03 | plastic wrapper: 0.03 | metal scrap: 0.02 | trash: 0.00 | glass: 0.00",0.032,1659.9
6478,medium_distance_trash223.jpg,can,no,no,"plastic bottle: 0.64 | plastic bag: 0.13 | no garbage, clean environment: 0.10 | trash pile: 0.05 | can: 0.03 | plastic wrapper: 0.03 | metal scrap: 0.02 | trash: 0.00 | glass: 0.00",0.031,1659.9
6479,medium_distance_trash223.jpg,trash,no,no,"plastic bottle: 0.64 | plastic bag: 0.13 | no garbage, clean environment: 0.10 | trash pile: 0.05 | can: 0.03 | plastic wrapper: 0.03 | metal scrap: 0.02 | trash: 0.00 | glass: 0.00",0.042,1659.9
